"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1786977807945621665","Sun May 05 14:13:05 +0000 2024","0","@RobiTse2 bawa minol dri luar kena bea cukai langsung minum ditempat ","1787123353305894999","","RobiTse2","in","","0","0","0","https://twitter.com/juhikk99/status/1787123353305894999","1167326150395219968","juhikk99"
"1787122902594433087","Sun May 05 14:12:31 +0000 2024","0","Urusan sama polisi aja butuh duit. Bea cukai butuh duit. Laporan pajak tahunan lebih bayar dikulitin abis abisan dan dicari kesalahannya (oke yang ini bukan pungli tapi spiritnya mirip).","1787123210171130228","","jimmyalexsirait","in","","0","0","0","https://twitter.com/jimmyalexsirait/status/1787123210171130228","72539162","jimmyalexsirait"
"1786923287429493014","Sun May 05 14:12:11 +0000 2024","0","@RizkiAsihan Mumpung masih bulan Syawal lumayan tuh buat tamu orang bea cukai yakan","1787123127753077225","","RizkiAsihan","in","City ","0","0","0","https://twitter.com/choconut07/status/1787123127753077225","303668880","choconut07"
"1787122616500879409","Sun May 05 14:10:09 +0000 2024","0","..semakin hari semakin banyak bermunculan kasus2 yg melibatkan beacukai selama ini rakyat pendam krn tak mampu melawan sepakterjang mrk yg dilindungi seragam aparat dan undang2 sbg perisai yg menguatkan kelakuan jahat mrk. Penindasan2 yg kini udah tak mampu dimaklumi lg","1787122616500879409","","","in","in a country full of drama","0","0","0","https://twitter.com/po_heng/status/1787122616500879409","894850436","po_heng"
"1787042880508604469","Sun May 05 14:09:52 +0000 2024","0","@PenguinsTiger aku sebenernya gak lewat bea cukai jdnya begini huft","1787122545357164996","","PenguinsTiger","in","Tangerang, Indonesia","0","0","0","https://twitter.com/minaismine_/status/1787122545357164996","1123309670532243457","minaismine_"
"1786824119490838769","Sun May 05 14:09:28 +0000 2024","0","@SammiSoh tuhan nya mereka bea cukai dong?? Mentri nya si yaqult. Yg segala sesuatu harus money..money...","1787122442340880533","","SammiSoh","in","","0","0","0","https://twitter.com/peternak2stroke/status/1787122442340880533","1253688808836497414","peternak2stroke"
"1787122146185236594","Sun May 05 14:08:17 +0000 2024","1","Sok Jago Tak Terima Instansinya Dikritik Pegawai Bea Cukai ini Sebut Netizen Sebagai Babu Lo Bacot Tapi Minim Literasi Peraturan https://t.co/xb2LPtDoID","1787122146185236594","","","in","","0","0","0","https://twitter.com/Adribarza1/status/1787122146185236594","1604653169841012736","Adribarza1"
"1787122091789279675","Sun May 05 14:08:04 +0000 2024","1","UNBLOCK IMEI (3 BULAN: 250.000) (KEMENPERIN:750.000) (BEACUKAI:1.050.000) PENGERJAAN SANGAT FATS DAN BERGARANSI ORDER NOW⬇️⬇️ https://t.co/ycNAhq5bB3 #jastipimei #unblockimei #unblokimei #unlockimei #imeibeacukai #beacukai #zonauang #zonajajan https://t.co/HMmnPPQHJG","1787122091789279675","https://pbs.twimg.com/media/GM0iEbfa4AAG5YV.jpg","","in","","0","0","0","https://twitter.com/y4imei/status/1787122091789279675","2447395392","y4imei"
"1786740633107140804","Sun May 05 14:07:08 +0000 2024","0","@zimsaladim Jangan po po asli dari Korea ya kak nanti ketahan di bea cukai","1787121857143161065","","zimsaladim","in","","0","0","0","https://twitter.com/Mirqill/status/1787121857143161065","764708135349030912","Mirqill"
"1787121166311989351","Sun May 05 14:04:23 +0000 2024","0","️ kamu kapan nikah dek?? ndak tau jodohku masih disortir dc cakung mungkin atau ketahan di bea cukai ","1787121166311989351","","","in","","0","0","0","https://twitter.com/evltfhh/status/1787121166311989351","1265876829123907584","evltfhh"
